2022-11-30 20:15:48 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-11-30 20:15:48 0 [Note] InnoDB: Uses event mutexes
2022-11-30 20:15:48 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-11-30 20:15:48 0 [Note] InnoDB: Number of pools: 1
2022-11-30 20:15:48 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 429598 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 429637 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 429637 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 429676 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 429676 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 429715 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 429715 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 429754 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 429754 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 429793 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 429793 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 429832 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 429832 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 429871 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 429871 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 429910 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 429910 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 429949 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 429949 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
